time,LB,UC
1,153.09485112125492,8.855945877890342
2,147.8826788389799,6.391711744529697
3,151.69587016089264,5.3247266500114465
4,153.2466180326433,2.172784127121058
5,151.28872476177,2.178647264546512
6,151.13221072129778,7.153190476354297
7,150.02112899044556,5.205643377095698
8,149.9928344133483,5.229771067325712
9,149.58340335464973,8.393653034692464
10,149.20053115688128,2.6462745453221412
11,149.52669855655856,0.309207771430799
12,147.45975891347152,4.06565403684141
13,146.4859620520397,7.003269230305973
14,144.33902447198182,8.312609312515162
15,145.55217397508713,1.619704640015029
16,146.82496841955924,1.128939021237775
17,148.48426408185844,1.8587484164699286
18,144.63820979836035,6.95220675993706
19,144.837433578066,4.203681722541255
20,147.24051716533356,6.754640835738668
21,144.72455442219106,4.7042505911789485
22,146.09918534706188,2.9088773310470524
23,148.7351278046051,4.941781665015435
24,145.89927790186954,8.055201386221302
25,146.18064517330816,5.95352945931688
26,143.00093208810577,1.3428063395509686
27,147.83796891072453,4.93274073921275
28,148.6485913327735,5.366085271651332
29,146.36168514531337,5.5112866380413585
30,146.50864231330507,3.2944442141724086
31,144.78173412175542,5.223190295668989
32,144.98117193014642,6.690468374519567
33,149.18835203414662,5.819545159822322
34,147.16044766512053,4.961614634903749
35,145.09161484626551,6.723057776812828
36,148.73404366158795,7.155787709746833
37,145.4399961787261,6.2989759871259965
38,148.12787362091896,3.369442112392276
39,147.1454685132686,6.085944200014842
40,143.7908532495347,2.2614168697165935
41,145.14384396337113,5.1056476037726455
42,146.49189070161253,0.8401387259892239
43,146.5430146685662,10.929548634058781
44,146.41945113512438,4.589480510682875
45,146.83355469087846,3.859838340994173
46,144.33136565251291,7.24398841857601
47,144.0273127562266,5.701038429903769
48,145.09888838650207,3.8923506583511442
49,146.77829467022312,6.564385863077069
50,146.2757964008777,6.638096698470454
51,146.01149043564436,4.019166388542045
52,148.0450842932665,4.616187700973937
53,146.31811619895075,4.317654680125928
54,147.18887997433052,2.961010855113602
55,147.59013623001528,6.188313741955545
56,147.71643892034476,5.137700959749081
57,147.59925412976432,6.186719178568699
58,147.67376351383336,6.479048593342893
59,148.4008003794301,4.721010869739488
60,146.8929311790152,5.694983567384569
61,148.64319648666017,3.535529340075422
62,146.244873431895,4.930096765392846
63,144.48817485225027,2.3553223783670902
64,146.72357503874383,5.648947647012292
65,144.9355319211012,2.1362039902617203
66,146.82600336545937,8.359256470954309
67,146.55572642893142,5.43024620165712
68,143.59490532448137,3.723010031367024
69,146.62363195248105,7.925158630021221
70,145.94138359315983,9.053762849198172
71,147.83907616224133,1.651906961943412
72,147.35395491094704,5.95735370479873
73,145.95667471763667,2.933461709624622
74,151.71754364023997,5.418118438654714
75,146.54853962874645,7.850679730844488
76,149.17475664171266,4.952940902766383
77,147.54757422075383,1.4104056170815804
78,147.33595620185838,10.545616894407434
79,146.6781946864635,4.390468331120088
80,145.94169865556287,6.294868314336711
81,142.67536470300402,3.8781267379791293
82,144.67616346739817,2.649980244659841
83,146.75780347587886,5.2793453917965705
84,145.4526029590479,6.592463783264167
85,144.56746197059792,6.969197953621922
86,142.87478682207202,4.394364183296789
87,144.5500869708545,7.5526805731260325
88,143.2650281320934,2.0754703254597358
89,145.65290425829963,4.861165000737937
90,147.3602088618495,6.222583953221346
91,146.47101807729817,5.226889195544952
92,144.50545805031612,5.036250584121588
93,145.90188392258025,6.491889394734307
94,143.86767515174145,2.553598278442652
95,143.3914674125402,9.44713140450871
96,144.67369642516388,4.5242028937589644
97,140.5564208955745,2.3128964273818515
98,142.238835126891,5.081492321831105
99,142.66040473037322,5.6435753969212685
100,142.94762438703938,6.756145944369999
101,150.0481674832888,4.159205033617051
102,150.15114010920576,6.483767669540023
103,150.16988118582628,7.514533963390612
104,151.47063298658225,4.753590227895229
105,150.42857292944493,5.606574799397524
106,150.20237472621048,5.140494039027411
107,151.26006213226958,7.265951357227514
108,147.151919695252,6.125486541406811
109,147.2511186316322,3.758333208663894
110,148.70565243620194,2.5368986844592576
111,149.9564465966083,6.7506599868311845
112,145.77143354204708,3.3588358777113565
113,151.83979597439654,3.078674534991614
114,149.31304385359047,5.597565655561395
115,147.0850878601472,2.0575172291378356
116,147.8007138307216,3.705853662853958
117,144.27234141311487,3.6715569914126753
118,147.7146196873255,8.991571291007268
119,148.07786935769428,8.37540567117109
120,146.23740363944745,7.921554028228135
121,143.70154004521888,1.5399146232340235
122,145.62265049038177,6.037257536375101
123,145.3861010028429,3.1432232046882547
124,144.55388532601734,5.277145057886191
125,146.437449965138,5.541232806470203
126,148.9804390360406,8.716554078978627
127,146.62503399577434,5.093264732240154
128,144.6845247304349,2.94847093367985
129,147.11004888904887,5.5412183406137006
130,146.7026399778112,3.1002190201880806
131,147.44603217414658,3.6495115222141403
132,146.20011865523497,2.6668573487059137
133,148.6546525809247,5.207538904426502
134,147.16507076808344,5.829418907997299
135,143.87911145616405,5.130026567896787
